Row.names	x	sample_1	sample_2	status	value_1	value_2	log2_fold_change	test_stat	p_value	q_value	significant
976	XLOC_023235	Bra026058	EUCA	pk	OK	46.2812	6.13773	-2.91465	-2.01154	5e-05	0.00105935	yes
977	XLOC_023268	Bra026006,Bra026007	EUCA	pk	OK	40.1437	24.4128	-0.717535	-0.614596	0.00305	0.0249419	yes
978	XLOC_023285	Bra025979	EUCA	pk	OK	9.7696	17.1683	0.813373	0.673316	0.0028	0.02344	yes
979	XLOC_023308	Bra025931	EUCA	pk	OK	18.7731	34.6406	0.883798	0.687142	0.00115	0.0123018	yes
980	XLOC_023319	Bra025898,Bra025899,Bra025900	EUCA	pk	OK	18.403	10.6844	-0.78443	-0.658083	5e-05	0.00105935	yes
981	XLOC_023327	Bra025667,Bra025668	EUCA	pk	OK	11.548	2.42664	-2.25061	-1.17707	5e-05	0.00105935	yes
982	XLOC_023336	Bra025682	EUCA	pk	OK	135.091	53.1584	-1.34557	-1.12621	5e-05	0.00105935	yes
983	XLOC_023354	Bra025730	EUCA	pk	OK	1.8315	8.28289	2.17711	0.5322	0.00145	0.0146377	yes
984	XLOC_023376	Bra025781	EUCA	pk	OK	6.37776	0.917323	-2.79755	-0.421967	8e-04	0.00949644	yes
985	XLOC_023377	Bra025784,Bra025785	EUCA	pk	OK	4.61895	8.14161	0.81775	0.564936	0.00225	0.0198744	yes
986	XLOC_023388	Bra025804	EUCA	pk	OK	14.0592	62.5878	2.15437	1.3571	5e-05	0.00105935	yes
987	XLOC_023431	Bra025891	EUCA	pk	OK	6.30576	2.13666	-1.56131	-0.687031	0.00025	0.00388519	yes
988	XLOC_023489	Bra018005	EUCA	pk	OK	32.3933	20.2996	-0.674239	-0.626412	0.00395	0.0301853	yes
989	XLOC_023501	Bra018026	EUCA	pk	OK	93.2939	51.5572	-0.85561	-0.655145	0.00125	0.0131032	yes
990	XLOC_023509	Bra018045	EUCA	pk	OK	15.8163	8.35008	-0.921552	-0.706181	0.00605	0.0410614	yes
991	XLOC_023567	Bra018154,Bra018156	EUCA	pk	OK	1.36451	10.2389	2.90761	1.1401	5e-05	0.00105935	yes
992	XLOC_023572	Bra018163,Bra018164	EUCA	pk	OK	6.0955	3.09973	-0.975602	-0.433395	0.00055	0.00719733	yes
993	XLOC_023574	Bra018166	EUCA	pk	OK	9.71089	3.13477	-1.63125	-1.24736	0.0033	0.0264816	yes
994	XLOC_023607	Bra038266,Bra038267	EUCA	pk	OK	28.1776	12.6334	-1.15731	-0.781214	1e-04	0.00189479	yes
995	XLOC_023633	Bra019416	EUCA	pk	OK	11.7365	5.48822	-1.09659	-0.848951	6e-04	0.00767604	yes
996	XLOC_023669	Bra019459	EUCA	pk	OK	1.44026	7.3235	2.3462	1.4721	5e-05	0.00105935	yes
997	XLOC_023718	Bra019545	EUCA	pk	OK	1.64343	8.1365	2.3077	1.08663	0.0014	0.014289	yes
998	XLOC_023800	Bra010114	EUCA	pk	OK	51.3929	79.9128	0.636857	0.633376	0.00405	0.0305224	yes
999	XLOC_023821	Bra038610,Bra038611	EUCA	pk	OK	3.32784	7.39731	1.15242	0.71967	0.0018	0.0169595	yes
1000	XLOC_023823	Bra038615	EUCA	pk	OK	9.32948	18.449	0.983677	0.748785	4e-04	0.00564653	yes
1001	XLOC_023833	Bra038639,Bra038640	EUCA	pk	OK	364.365	130.181	-1.48487	-18.0617	5e-05	0.00105935	yes
1002	XLOC_023864	Bra024280	EUCA	pk	OK	5.32869	11.9261	1.16227	0.633684	0.0053	0.0370815	yes
1003	XLOC_023882	Bra024324	EUCA	pk	OK	24.213	39.1894	0.694681	0.536599	0.0015	0.0149788	yes
1004	XLOC_023886	Bra024332	EUCA	pk	OK	0.896828	6.0402	2.75169	0.944635	0.001	0.0110821	yes
1005	XLOC_023890	Bra024339	EUCA	pk	OK	208.57	126.746	-0.71859	-0.535822	0.0048	0.0344048	yes
1006	XLOC_023893	Bra024345	EUCA	pk	OK	42.4761	18.1659	-1.22542	-0.961621	2e-04	0.00326884	yes
1007	XLOC_023921	Bra024406	EUCA	pk	OK	53.7764	36.4981	-0.55915	-0.534932	0.0066	0.043373	yes
1008	XLOC_023926	Bra024413	EUCA	pk	OK	23.5601	52.685	1.16105	1.09225	5e-05	0.00105935	yes
1009	XLOC_023928	Bra024415	EUCA	pk	OK	814.181	330.488	-1.30075	-0.848878	3e-04	0.00448246	yes
1010	XLOC_023933	Bra024425,Bra024426	EUCA	pk	OK	12.572	4.42748	-1.50566	-1.1334	5e-05	0.00105935	yes
1011	XLOC_023939	Bra024441	EUCA	pk	OK	9.81177	39.2969	2.00183	0.784481	8e-04	0.00949644	yes
1012	XLOC_023963	Bra024500	EUCA	pk	OK	13.4613	4.82747	-1.47948	-0.812481	0.00045	0.00617811	yes
1013	XLOC_023966	Bra024512	EUCA	pk	OK	4.36938	10.5462	1.27123	0.676563	0.00075	0.00904593	yes
1014	XLOC_023971	Bra009650,Bra009651	EUCA	pk	OK	27.4466	13.9858	-0.972664	-0.651942	6e-04	0.00767604	yes
1015	XLOC_024000	Bra009719	EUCA	pk	OK	0.910459	15.1978	4.06112	2.04767	3e-04	0.00448246	yes
1016	XLOC_024006	Bra009739	EUCA	pk	OK	173.222	112.984	-0.616497	-0.50689	0.00675	0.0439738	yes
1017	XLOC_024009	Bra009750	EUCA	pk	OK	85.5819	40.9056	-1.06501	-0.98782	5e-05	0.00105935	yes
1018	XLOC_024023	Bra009782	EUCA	pk	OK	16.3198	7.32752	-1.15523	-0.92396	5e-05	0.00105935	yes
1019	XLOC_024057	Bra009851,Bra009852	EUCA	pk	OK	14.4356	3.01481	-2.25949	-0.655858	0.00185	0.0173625	yes
1020	XLOC_024061	Bra009867,Bra009868	EUCA	pk	OK	11.505	2.8035	-2.03697	-1.21788	5e-05	0.00105935	yes
1021	XLOC_024105	Bra009941	EUCA	pk	OK	14.0448	6.76071	-1.05479	-0.762608	0.00015	0.00261531	yes
1022	XLOC_024107	Bra009947	EUCA	pk	OK	186.725	22.0898	-3.07947	-1.85223	5e-05	0.00105935	yes
1023	XLOC_024202	Bra037514,Bra037515	EUCA	pk	OK	6.18584	3.52719	-0.81045	-0.571924	0.00405	0.0305224	yes
1024	XLOC_024212	Bra025416	EUCA	pk	OK	65.7025	30.6307	-1.10097	-0.987767	5e-05	0.00105935	yes
1025	XLOC_024220	Bra025393,Bra025394,Bra025395	EUCA	pk	OK	14.1389	5.45542	-1.37391	-0.744125	0.00025	0.00388519	yes
1026	XLOC_024224	Bra025380,Bra025382,Bra025383	EUCA	pk	OK	33.9063	12.21	-1.47348	-0.888054	5e-05	0.00105935	yes
1027	XLOC_024230	Bra025372	EUCA	pk	OK	4.8608	1.98252	-1.29385	-0.780737	0.0011	0.0119263	yes
1028	XLOC_024244	Bra025335,Bra025336	EUCA	pk	OK	25.8367	5.58723	-2.20921	-0.894659	5e-05	0.00105935	yes
1029	XLOC_024265	Bra025298	EUCA	pk	OK	14.2196	5.2769	-1.43012	-0.195	0.0022	0.0195913	yes
1030	XLOC_024270	Bra025287	EUCA	pk	OK	6.40002	3.22418	-0.989145	-0.616163	0.00565	0.0390302	yes
1031	XLOC_024275	Bra025278	EUCA	pk	OK	11.7032	5.59175	-1.06553	-0.823902	0.00275	0.0231181	yes
1032	XLOC_024282	Bra025265	EUCA	pk	OK	7.46326	3.70471	-1.01045	-0.560052	0.0049	0.0348306	yes
1033	XLOC_024295	Bra025233,Bra025234,Bra025235	EUCA	pk	OK	4.2559	6.94107	0.705696	0.51918	0.0046	0.0333292	yes
1034	XLOC_024313	Bra025194	EUCA	pk	OK	12.185	6.74717	-0.852747	-0.68839	0.0021	0.0189965	yes
1035	XLOC_024393	Bra024875	EUCA	pk	OK	19.2531	35.64	0.888405	0.73436	0.00085	0.00986575	yes
1036	XLOC_024399	Bra024887	EUCA	pk	OK	5.40721	8.48429	0.649911	0.520216	0.0064	0.0426655	yes
1037	XLOC_024423	Bra024939	EUCA	pk	OK	21.3471	56.5324	1.40504	0.832149	0.0016	0.0156267	yes
1038	XLOC_024429	Bra024957,Bra024958	EUCA	pk	OK	65.7123	30.4523	-1.10961	-1.02903	5e-05	0.00105935	yes
1039	XLOC_024477	Bra025053	EUCA	pk	OK	2.70039	5.39103	0.997392	0.765864	0.00395	0.0301853	yes
1040	XLOC_024479	Bra025058	EUCA	pk	OK	79.2558	43.0365	-0.880957	-0.775651	5e-05	0.00105935	yes
1041	XLOC_024490	Bra025076	EUCA	pk	OK	5.07889	9.78673	0.946314	0.632839	0.0075	0.0472953	yes
1042	XLOC_024492	Bra025081	EUCA	pk	OK	5.34841	9.36969	0.808891	0.595086	0.00515	0.0362219	yes
1043	XLOC_024533	Bra033728	EUCA	pk	OK	17.2641	8.62258	-1.00159	-0.678144	0.00475	0.0341892	yes
1044	XLOC_024546	Bra033701,Bra033702	EUCA	pk	OK	8.00095	4.78225	-0.742482	-0.604235	0.00645	0.0428324	yes
1045	XLOC_024569	Bra033645,Bra033646	EUCA	pk	OK	22.541	11.1719	-1.01268	-0.358489	0.00655	0.0431625	yes
1046	XLOC_024628	Bra037997	EUCA	pk	OK	20.5761	13.0167	-0.660605	-0.607723	0.00645	0.0428324	yes
1047	XLOC_024629	Bra037994	EUCA	pk	OK	15.8353	8.20982	-0.947718	-0.707151	0.00425	0.0315936	yes
1048	XLOC_024630	Bra037993	EUCA	pk	OK	105.647	56.6696	-0.898609	-0.793766	0.00025	0.00388519	yes
1049	XLOC_024647	Bra037955	EUCA	pk	OK	37.8214	13.6341	-1.47198	-0.356335	0.0049	0.0348306	yes
1050	XLOC_024655	Bra039692,Bra039693	EUCA	pk	OK	8.41329	4.61909	-0.865061	-0.643122	0.00225	0.0198744	yes
1051	XLOC_024683	Bra018988	EUCA	pk	OK	2.59295	7.71326	1.57275	0.940661	0.00025	0.00388519	yes
1052	XLOC_024685	Bra018986	EUCA	pk	OK	2.80842	8.81704	1.65054	1.34339	5e-05	0.00105935	yes
1053	XLOC_024686	Bra018983,Bra018984	EUCA	pk	OK	4.23899	9.13904	1.10832	0.868668	5e-05	0.00105935	yes
1054	XLOC_024715	Bra018922	EUCA	pk	OK	20.3746	45.5771	1.16154	0.757169	0.00585	0.0400205	yes
1055	XLOC_024722	Bra018906	EUCA	pk	OK	11.8434	31.5199	1.41218	0.991015	0.00025	0.00388519	yes
1056	XLOC_024750	Bra018845	EUCA	pk	OK	14.0282	25.2841	0.849901	0.699866	0.0022	0.0195913	yes
1057	XLOC_024806	Bra018750,Bra018751	EUCA	pk	OK	50.3703	1.75859	-4.84008	-3.09785	5e-05	0.00105935	yes
1058	XLOC_024809	Bra018740	EUCA	pk	OK	18.6006	7.4985	-1.31067	-1.06833	5e-05	0.00105935	yes
1059	XLOC_024818	Bra018723	EUCA	pk	OK	26.4187	8.73336	-1.59695	-1.47588	5e-05	0.00105935	yes
1060	XLOC_024879	Bra018587	EUCA	pk	OK	1.94721	5.00327	1.36146	0.746997	0.0019	0.0177486	yes
1061	XLOC_024901	Bra019999,Bra020000,Bra020001	EUCA	pk	OK	1.80595	8.43808	2.22415	1.0902	5e-05	0.00105935	yes
1062	XLOC_024917	Bra019957,Bra019958,Bra019959	EUCA	pk	OK	17.3466	4.83495	-1.84308	-0.761898	0.00165	0.015985	yes
1063	XLOC_024931	Bra019928	EUCA	pk	OK	108.274	38.2262	-1.50205	-0.676771	0.0058	0.0397691	yes
1064	XLOC_024946	Bra019899	EUCA	pk	OK	9.11095	16.0131	0.813581	0.655808	0.0021	0.0189965	yes
1065	XLOC_024947	Bra019896,Bra019898	EUCA	pk	OK	6.41523	10.9902	0.776641	0.626269	0.004	0.0303934	yes
1066	XLOC_024968	Bra019846	EUCA	pk	OK	4.52108	8.87882	0.973703	0.621407	0.0052	0.0364881	yes
1067	XLOC_024979	Bra019821	EUCA	pk	OK	9.18893	16.3714	0.833207	0.645424	0.003	0.0246336	yes
1068	XLOC_024987	Bra019805,Bra019806,Bra019807	EUCA	pk	OK	2.82115	8.77991	1.63792	0.942224	5e-05	0.00105935	yes
1069	XLOC_024995	Bra019784	EUCA	pk	OK	5.79845	10.1558	0.80857	0.621211	0.0038	0.0294133	yes
1070	XLOC_025010	Bra019749	EUCA	pk	OK	21.3488	35.5201	0.734476	0.63122	0.0038	0.0294133	yes
1071	XLOC_025011	Bra019748	EUCA	pk	OK	9.06488	17.8793	0.979928	0.799819	1e-04	0.00189479	yes
1072	XLOC_025021	Bra019725,Bra019726	EUCA	pk	OK	5.20092	1.51169	-1.78261	-0.605925	0.00205	0.0186707	yes
1073	XLOC_025046	Bra019653	EUCA	pk	OK	2.63076	5.79941	1.14042	0.594723	0.0036	0.028229	yes
1074	XLOC_025059	Bra026200,Bra026201	EUCA	pk	OK	31.9519	12.5613	-1.34692	-0.644129	0.0015	0.0149788	yes
1075	XLOC_025062	Bra026191,Bra026192	EUCA	pk	OK	4.15531	12.5711	1.59708	1.04254	5e-05	0.00105935	yes
1076	XLOC_025083	Bra026150	EUCA	pk	OK	40.0621	14.2812	-1.48812	-1.16882	5e-05	0.00105935	yes
1077	XLOC_025084	Bra026146,Bra026147	EUCA	pk	OK	49.3028	30.8036	-0.678568	-0.735876	0.00435	0.0320789	yes
1078	XLOC_025115	Bra026065	EUCA	pk	OK	2.70191	12.1113	2.16431	0.92602	3e-04	0.00448246	yes
1079	XLOC_025118	Bra026058	EUCA	pk	OK	23.1008	2.2962	-3.33062	-1.19061	0.0011	0.0119263	yes
1080	XLOC_025132	Bra026016	EUCA	pk	OK	5.12108	0.731534	-2.80745	-1.14071	7e-04	0.00858071	yes
1081	XLOC_025188	Bra025894,Bra025895	EUCA	pk	OK	4.31123	14.0216	1.70148	0.875267	0.0014	0.014289	yes
1082	XLOC_025212	Bra025708	EUCA	pk	OK	14.4539	5.23446	-1.46535	-0.963765	3e-04	0.00448246	yes
1083	XLOC_025229	Bra025740	EUCA	pk	OK	21.9525	13.3736	-0.715004	-0.652168	0.0054	0.0376496	yes
1084	XLOC_025236	Bra025756,Bra025757	EUCA	pk	OK	6.53516	12.9402	0.985563	0.566722	0.002	0.0183826	yes
1085	XLOC_025248	Bra025782,Bra025783	EUCA	pk	OK	18.9032	9.382	-1.01066	-0.920649	0.00015	0.00261531	yes
1086	XLOC_025301	Bra017907	EUCA	pk	OK	37.1395	21.1434	-0.812751	-0.664953	0.0018	0.0169595	yes
1087	XLOC_025309	Bra017920,Bra017921	EUCA	pk	OK	153.12	100.426	-0.608537	-0.464474	0.0054	0.0376496	yes
1088	XLOC_025329	Bra017964	EUCA	pk	OK	40.7729	20.7148	-0.976946	-0.755015	2e-04	0.00326884	yes
1089	XLOC_025331	Bra017969,Bra017970	EUCA	pk	OK	8.15762	18.5878	1.18814	0.729612	0.001	0.0110821	yes
1090	XLOC_025352	Bra018008	EUCA	pk	OK	9.46876	2.83801	-1.7383	-0.782675	0.00485	0.0346186	yes
1091	XLOC_025382	Bra018062	EUCA	pk	OK	255.122	158.783	-0.684129	-0.653464	0.0055	0.0381696	yes
1092	XLOC_025391	Bra018082	EUCA	pk	OK	22.0318	13.279	-0.730442	-0.716073	0.00115	0.0123018	yes
1093	XLOC_025412	Bra018120	EUCA	pk	OK	7.46933	3.98864	-0.905084	-0.562762	0.0076	0.0477255	yes
1094	XLOC_025459	Bra038265	EUCA	pk	OK	4.62233	2.63513	-0.810745	-0.538854	0.0048	0.0344048	yes
1095	XLOC_025466	Bra038280,Bra038281	EUCA	pk	OK	3.13123	6.08921	0.959526	0.558157	5e-05	0.00105935	yes
1096	XLOC_025508	Bra019484	EUCA	pk	OK	7.43896	12.8438	0.7879	0.627774	0.00315	0.0255855	yes
1097	XLOC_025515	Bra019493	EUCA	pk	OK	38.6495	60.1805	0.638847	0.61017	0.0036	0.028229	yes
1098	XLOC_025531	Bra019518	EUCA	pk	OK	129.103	73.0905	-0.820766	-0.782918	5e-04	0.00668875	yes
1099	XLOC_025535	Bra019522	EUCA	pk	OK	16.2187	36.1339	1.1557	0.848804	8e-04	0.00949644	yes
1100	XLOC_025538	Bra019528,Bra019529	EUCA	pk	OK	95.0859	32.3779	-1.55422	-2.6301	5e-05	0.00105935	yes
1101	XLOC_025554	Bra019560	EUCA	pk	OK	24.6314	12.218	-1.01149	-0.809966	0.0023	0.0201531	yes
1102	XLOC_025559	Bra019572	EUCA	pk	OK	17.7374	46.7532	1.39827	0.766339	0.00695	0.044743	yes
1103	XLOC_025690	Bra024295	EUCA	pk	OK	3.08866	6.7703	1.13224	0.581117	0.00505	0.0356857	yes
1104	XLOC_025694	Bra024307,Bra024308	EUCA	pk	OK	3.97308	9.24259	1.21804	0.876733	5e-05	0.00105935	yes
1105	XLOC_025742	Bra024405	EUCA	pk	OK	4.78336	1.98705	-1.26739	-0.682279	0.00125	0.0131032	yes
1106	XLOC_025823	Bra009700	EUCA	pk	OK	63.8514	40.1292	-0.670065	-0.612502	0.00215	0.0193323	yes
1107	XLOC_025850	Bra009735	EUCA	pk	OK	10.2157	3.05198	-1.74297	-1.03651	5e-05	0.00105935	yes
1108	XLOC_025952	Bra009943	EUCA	pk	OK	11.9076	0.646176	-4.20381	-1.14297	0.00705	0.0452654	yes
1109	XLOC_025977	Bra009989	EUCA	pk	OK	131.399	54.7655	-1.26261	-1.1194	5e-05	0.00105935	yes
1110	XLOC_025979	Bra009993	EUCA	pk	OK	2.69701	5.0126	0.894199	0.638666	3e-04	0.00448246	yes
1111	XLOC_025991	Bra010011	EUCA	pk	OK	317.538	209.565	-0.59953	-0.560699	0.0072	0.045788	yes
1112	XLOC_026002	NA	EUCA	pk	OK	63.7234	25.9216	-1.29767	-0.853324	0.002	0.0183826	yes
1113	XLOC_026016	Bra037428	EUCA	pk	OK	4.67082	2.28979	-1.02846	-0.615485	0.00375	0.0291201	yes
1114	XLOC_026038	Bra037479	EUCA	pk	OK	15.72	2.94537	-2.41608	-1.52078	0.0018	0.0169595	yes
1115	XLOC_026070	Bra025417	EUCA	pk	OK	13.0281	3.745	-1.79858	-0.869589	5e-05	0.00105935	yes
1116	XLOC_026085	Bra025390,Bra025392	EUCA	pk	OK	107.963	69.0264	-0.645321	-0.627547	0.00365	0.0284724	yes
1117	XLOC_026089	Bra025385	EUCA	pk	OK	54.549	18.2573	-1.57908	-1.03961	5e-05	0.00105935	yes
1118	XLOC_026125	Bra025303	EUCA	pk	OK	58.4716	29.0785	-1.00779	-0.936203	5e-05	0.00105935	yes
1119	XLOC_026157	Bra025216,Bra025217,Bra025219	EUCA	pk	OK	74.299	153.285	1.0448	0.725474	0.0033	0.0264816	yes
1120	XLOC_026164	Bra025192	EUCA	pk	OK	1.72497	4.48066	1.37714	0.777473	0.0077	0.0481521	yes
1121	XLOC_026176	Bra025171	EUCA	pk	OK	3.82565	10.7577	1.4916	1.07377	5e-05	0.00105935	yes
1122	XLOC_026179	Bra025167	EUCA	pk	OK	8.24141	20.3147	1.30156	1.1321	5e-05	0.00105935	yes
1123	XLOC_026187	Bra025157	EUCA	pk	OK	3.4298	7.83684	1.19215	0.559523	0.00075	0.00904593	yes
1124	XLOC_026199	Bra025141,Bra025142	EUCA	pk	OK	257.737	158.04	-0.705611	-0.619915	0.0055	0.0381696	yes
1125	XLOC_026209	Bra025123,Bra025124	EUCA	pk	OK	2.60261	6.89177	1.40492	0.704063	0.00105	0.0115193	yes
1126	XLOC_026228	Bra024806	EUCA	pk	OK	1.85559	5.09038	1.45589	0.828948	0.00505	0.0356857	yes
1127	XLOC_026243	Bra024838	EUCA	pk	OK	4.59951	12.6815	1.46318	1.09394	5e-05	0.00105935	yes
1128	XLOC_026250	Bra024848	EUCA	pk	OK	36.2634	60.1658	0.730429	0.63037	0.008	0.0494871	yes
1129	XLOC_026297	Bra024952	EUCA	pk	OK	7.57106	14.7862	0.965689	0.717333	0.00055	0.00719733	yes
1130	XLOC_026303	Bra024962	EUCA	pk	OK	0.773854	9.14809	3.56334	0.578999	5e-05	0.00105935	yes
1131	XLOC_026313	Bra024985,Bra024986	EUCA	pk	OK	18.7658	9.43829	-0.99151	-0.673136	0.0018	0.0169595	yes
1132	XLOC_026323	Bra025001	EUCA	pk	OK	17.2232	5.71128	-1.59247	-0.9422	1e-04	0.00189479	yes
1133	XLOC_026362	Bra025111,Bra025112	EUCA	pk	OK	143.513	54.7004	-1.39156	-0.337011	0.00345	0.0274288	yes
1134	XLOC_026432	Bra033615	EUCA	pk	OK	7.11825	13.7264	0.947356	0.880796	0.00015	0.00261531	yes
1135	XLOC_026507	NA	EUCA	pk	OK	260.59	2193.38	3.0733	94.303	0.00505	0.0356857	yes
1136	XLOC_026552	NA	EUCA	pk	OK	3.08123	7.06603	1.19739	0.618109	0.00225	0.0198744	yes
1137	XLOC_026567	NA	EUCA	pk	OK	5.16713	2.62992	-0.974343	-0.5779	0.00765	0.0479392	yes
1138	XLOC_026710	NA	EUCA	pk	OK	508.099	337.452	-0.59043	-0.531802	0.00545	0.0379102	yes
1139	XLOC_026766	NA	EUCA	pk	OK	6.06546	2.7794	-1.12584	-0.658223	0.00165	0.015985	yes
1140	XLOC_026937	NA	EUCA	pk	OK	0.26832	4.92506	4.19811	1.39836	0.00015	0.00261531	yes
1141	XLOC_027033	Bra036490	EUCA	pk	OK	40.9849	24.8293	-0.723049	-0.647435	0.00295	0.0244234	yes
1142	XLOC_027038	Bra036480,Bra036481	EUCA	pk	OK	9.77305	25.4	1.37795	0.89832	0.00165	0.015985	yes
1143	XLOC_027103	Bra039610	EUCA	pk	OK	45.2236	15.8795	-1.50991	-0.603353	0.00655	0.0431625	yes
1144	XLOC_027108	Bra039617	EUCA	pk	OK	167.684	34.8419	-2.26685	-1.7854	0.00485	0.0346186	yes
1145	XLOC_027122	Bra039905	EUCA	pk	OK	21.3433	6.24858	-1.77218	-1.1524	1e-04	0.00189479	yes
1146	XLOC_027164	Bra002033,Bra002034	EUCA	pk	OK	56.7671	109.798	0.951723	0.754692	0.0013	0.0134861	yes
1147	XLOC_027185	Bra001999	EUCA	pk	OK	28.6921	16.5367	-0.794981	-0.672804	0.00115	0.0123018	yes
1148	XLOC_027207	Bra015247	EUCA	pk	OK	22.6889	2.98226	-2.92751	-2.40636	0.00295	0.0244234	yes
1149	XLOC_027225	Bra015223	EUCA	pk	OK	11.5072	5.05608	-1.18644	-0.652543	0.00285	0.0237757	yes
1150	XLOC_027333	Bra015073	EUCA	pk	OK	206.482	84.7446	-1.28482	-0.925119	5e-05	0.00105935	yes
1151	XLOC_027369	Bra015004	EUCA	pk	OK	76.6372	43.4161	-0.819815	-0.611205	0.00675	0.0439738	yes
1152	XLOC_027387	Bra014972,Bra014973	EUCA	pk	OK	106.63	68.3252	-0.642129	-0.616191	0.00805	0.0496941	yes
1153	XLOC_027402	Bra014923	EUCA	pk	OK	8.56125	4.11527	-1.05684	-0.776009	5e-05	0.00105935	yes
1154	XLOC_027453	Bra030140	EUCA	pk	OK	27.9067	10.9486	-1.34987	-0.603868	0.0074	0.0467629	yes
1155	XLOC_027475	Bra030095	EUCA	pk	OK	1.81052	9.50698	2.39258	0.936932	6e-04	0.00767604	yes
1156	XLOC_027496	Bra030061	EUCA	pk	OK	4.91703	1.16666	-2.07541	-1.2136	5e-05	0.00105935	yes
1157	XLOC_027506	Bra030031	EUCA	pk	OK	9.00082	5.8185	-0.629411	-0.55411	0.0065	0.0430455	yes
1158	XLOC_027530	Bra012476	EUCA	pk	OK	89.2211	21.169	-2.07543	-6.71032	5e-05	0.00105935	yes
1159	XLOC_027557	Bra012433,Bra012434	EUCA	pk	OK	8.6817	3.67165	-1.24155	-0.476383	0.00505	0.0356857	yes
1160	XLOC_027604	Bra012347,Bra012348	EUCA	pk	OK	4.3305	11.0786	1.35517	0.436525	0.0043	0.0317882	yes
1161	XLOC_027632	Bra012294,Bra012295	EUCA	pk	OK	10.7445	4.79648	-1.16355	-0.613706	0.00705	0.0452654	yes
1162	XLOC_027637	Bra012282	EUCA	pk	OK	138.549	82.3995	-0.749694	-0.593334	0.0049	0.0348306	yes
1163	XLOC_027661	Bra012235	EUCA	pk	OK	14.7533	6.20879	-1.24865	-0.859094	0.00105	0.0115193	yes
1164	XLOC_027669	Bra012221	EUCA	pk	OK	9.99335	1.80701	-2.46737	-0.296902	0.00595	0.040566	yes
1165	XLOC_027703	Bra012157	EUCA	pk	OK	30.7209	49.174	0.678676	0.62592	0.00465	0.0336104	yes
1166	XLOC_027706	Bra012153	EUCA	pk	OK	220.017	54.5708	-2.01141	-1.36545	5e-05	0.00105935	yes
1167	XLOC_027721	Bra012127	EUCA	pk	OK	120.06	239.554	0.996587	0.789578	0.00095	0.0107259	yes
1168	XLOC_027736	Bra012086	EUCA	pk	OK	1.69986	7.50227	2.14191	0.92056	0.00025	0.00388519	yes
1169	XLOC_027738	Bra012081	EUCA	pk	OK	5.72931	1.52366	-1.91082	-0.867756	0.00175	0.0167379	yes
1170	XLOC_027740	Bra012079	EUCA	pk	OK	28.8745	18.0408	-0.678529	-0.634084	0.0035	0.0277162	yes
1171	XLOC_027752	Bra012058	EUCA	pk	OK	4.13275	8.80685	1.09152	0.672359	0.00115	0.0123018	yes
1172	XLOC_027819	Bra011923	EUCA	pk	OK	3.87217	9.01402	1.21903	0.900131	5e-05	0.00105935	yes
1173	XLOC_027825	Bra011916	EUCA	pk	OK	5.41632	11.3104	1.06227	0.779879	4e-04	0.00564653	yes
1174	XLOC_027884	Bra028474	EUCA	pk	OK	3.98835	9.71967	1.28511	0.773212	6e-04	0.00767604	yes
1175	XLOC_027887	Bra028480	EUCA	pk	OK	460.203	0.191518	-11.2306	-0.523298	7e-04	0.00858071	yes
1176	XLOC_027902	Bra028506	EUCA	pk	OK	24.6206	42.1134	0.774413	0.761185	9e-04	0.0103165	yes
1177	XLOC_027958	Bra003190	EUCA	pk	OK	193.619	73.3633	-1.40009	-1.16363	5e-05	0.00105935	yes
1178	XLOC_027968	Bra003210	EUCA	pk	OK	8.92303	5.2871	-0.755057	-0.522331	0.00525	0.0367959	yes
1179	XLOC_027977	Bra003221	EUCA	pk	OK	270.416	115.615	-1.22585	-1.09556	5e-05	0.00105935	yes
1180	XLOC_028007	Bra003288	EUCA	pk	OK	2.63599	6.99666	1.40832	0.689056	0.00275	0.0231181	yes
1181	XLOC_028008	Bra003292	EUCA	pk	OK	5.44402	10.2781	0.916833	0.672286	0.00045	0.00617811	yes
1182	XLOC_028106	Bra003504,Bra003505	EUCA	pk	OK	2.38392	12.5142	2.39216	1.29035	5e-05	0.00105935	yes
1183	XLOC_028169	Bra003626,Bra003627,Bra003628	EUCA	pk	OK	97.4973	50.6397	-0.945092	-0.693264	0.001	0.0110821	yes
1184	XLOC_028180	Bra003644	EUCA	pk	OK	57.6806	34.9492	-0.722827	-0.745506	2e-04	0.00326884	yes
1185	XLOC_028181	Bra003645	EUCA	pk	OK	1068.13	236.672	-2.17412	-1.79718	5e-05	0.00105935	yes
1186	XLOC_028183	Bra003647	EUCA	pk	OK	12.2984	1.51924	-3.01705	-1.60144	5e-05	0.00105935	yes
1187	XLOC_028228	Bra003733,Bra003734	EUCA	pk	OK	62.5409	21.4654	-1.54279	-0.831399	0.00075	0.00904593	yes
1188	XLOC_028237	Bra003753	EUCA	pk	OK	8.98181	4.48876	-1.00069	-0.676906	0.00435	0.0320789	yes
1189	XLOC_028243	Bra003765	EUCA	pk	OK	12.2801	25.4567	1.05173	0.759699	0.00405	0.0305224	yes
1190	XLOC_028262	Bra003807,Bra003808,Bra003809	EUCA	pk	OK	9.23076	19.4146	1.07262	0.801977	5e-05	0.00105935	yes
1191	XLOC_028290	Bra003852	EUCA	pk	OK	1.37854	5.82705	2.07963	1.10167	0.00355	0.0279647	yes
