x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9,x,y1,z1,y2,z2,y3,z3,y4,z4,y5,z5,y6,z6,y7,z7,y8,z8,y9,z9
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,,0.2,,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,,0,,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,
